Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
Exfiltration,Exfiltration
RDOS,RDOS
RDOS,RDOS
Weaponization,insider_malcious
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Lateral _movement,Modbus_register_reading
Normal,Normal
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Exfiltration,Exfiltration
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
Reconnaissance,Discovering_resources
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Exfiltration,Exfiltration
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Reconnaissance,Scanning_vulnerability
Weaponization,insider_malcious
Reconnaissance,Scanning_vulnerability
Reconnaissance,Scanning_vulnerability
Reconnaissance,Generic_scanning
Weaponization,BruteForce
Reconnaissance,Discovering_resources
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Weaponization,BruteForce
Reconnaissance,Generic_scanning
Reconnaissance,Scanning_vulnerability
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Weaponization,BruteForce
RDOS,RDOS
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
RDOS,RDOS
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
RDOS,RDOS
Lateral _movement,Modbus_register_reading
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Lateral _movement,Modbus_register_reading
Normal,Normal
Weaponization,BruteForce
Tampering,False_data_injection
Normal,Normal
Normal,Normal
Reconnaissance,Scanning_vulnerability
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Normal,Normal
Tampering,False_data_injection
Exfiltration,Exfiltration
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
Normal,Normal
Weaponization,Dictionary
Weaponization,BruteForce
RDOS,RDOS
Reconnaissance,Generic_scanning
Normal,Normal
Weaponization,BruteForce
RDOS,RDOS
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Weaponization,BruteForce
RDOS,RDOS
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Exfiltration,Exfiltration
Lateral _movement,TCP Relay
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
Weaponization,insider_malcious
Reconnaissance,Generic_scanning
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
C&C,C&C
Normal,Normal
Reconnaissance,Generic_scanning
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
Weaponization,insider_malcious
RDOS,RDOS
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
RDOS,RDOS
Weaponization,BruteForce
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Generic_scanning
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
Reconnaissance,Discovering_resources
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Scanning_vulnerability
Weaponization,BruteForce
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
Exfiltration,Exfiltration
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Discovering_resources
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
Normal,Normal
Weaponization,BruteForce
Exfiltration,Exfiltration
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Scanning_vulnerability
Reconnaissance,Scanning_vulnerability
Normal,Normal
Reconnaissance,Generic_scanning
Weaponization,BruteForce
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Exfiltration,Exfiltration
Normal,Normal
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
RDOS,RDOS
RDOS,RDOS
Weaponization,BruteForce
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
Lateral _movement,Modbus_register_reading
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Reconnaissance,Discovering_resources
RDOS,RDOS
Exfiltration,Exfiltration
Normal,Normal
RDOS,RDOS
Normal,Normal
Exfiltration,Exfiltration
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Lateral _movement,TCP Relay
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Weaponization,BruteForce
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Weaponization,insider_malcious
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
C&C,C&C
Normal,Normal
Normal,Normal
Weaponization,BruteForce
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Weaponization,insider_malcious
Reconnaissance,Discovering_resources
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Generic_scanning
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Weaponization,BruteForce
Normal,Normal
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Discovering_resources
Lateral _movement,MQTT_cloud_broker_subscription
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Reconnaissance,Discovering_resources
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Lateral _movement,Modbus_register_reading
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Weaponization,BruteForce
Weaponization,BruteForce
Reconnaissance,Generic_scanning
RDOS,RDOS
Weaponization,insider_malcious
Reconnaissance,Generic_scanning
Reconnaissance,Scanning_vulnerability
Weaponization,BruteForce
Normal,Normal
RDOS,RDOS
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,fuzzing
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
Exfiltration,Exfiltration
Exfiltration,Exfiltration
Lateral _movement,Modbus_register_reading
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
Exfiltration,Exfiltration
Reconnaissance,Scanning_vulnerability
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Exfiltration,Exfiltration
Weaponization,Dictionary
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
RDOS,RDOS
C&C,C&C
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,insider_malcious
RDOS,RDOS
Exfiltration,Exfiltration
Weaponization,insider_malcious
Normal,Normal
Exfiltration,Exfiltration
Exfiltration,Exfiltration
Exfiltration,Exfiltration
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Reconnaissance,Scanning_vulnerability
RDOS,RDOS
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Weaponization,BruteForce
Lateral _movement,Modbus_register_reading
Exfiltration,Exfiltration
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Scanning_vulnerability
Exfiltration,Exfiltration
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Weaponization,insider_malcious
RDOS,RDOS
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
Weaponization,Dictionary
Normal,Normal
Weaponization,BruteForce
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
Weaponization,insider_malcious
Weaponization,BruteForce
RDOS,RDOS
RDOS,RDOS
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
Reconnaissance,Scanning_vulnerability
Weaponization,BruteForce
Reconnaissance,Generic_scanning
Reconnaissance,Scanning_vulnerability
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Lateral _movement,Modbus_register_reading
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Weaponization,BruteForce
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
Lateral _movement,Modbus_register_reading
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
RDOS,RDOS
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Reconnaissance,Scanning_vulnerability
Weaponization,BruteForce
Normal,Normal
Weaponization,insider_malcious
Reconnaissance,Scanning_vulnerability
RDOS,RDOS
Tampering,False_data_injection
Exfiltration,Exfiltration
Weaponization,BruteForce
Reconnaissance,Scanning_vulnerability
Normal,Normal
RDOS,RDOS
Normal,Normal
Reconnaissance,Scanning_vulnerability
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
RDOS,RDOS
Exfiltration,Exfiltration
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
Reconnaissance,Discovering_resources
Exfiltration,Exfiltration
Exfiltration,Exfiltration
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Exfiltration,Exfiltration
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
RDOS,RDOS
Weaponization,BruteForce
Tampering,False_data_injection
Reconnaissance,Generic_scanning
Reconnaissance,Scanning_vulnerability
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Lateral _movement,Modbus_register_reading
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Exfiltration,Exfiltration
Normal,Normal
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
Reconnaissance,Scanning_vulnerability
Lateral _movement,MQTT_cloud_broker_subscription
Reconnaissance,Scanning_vulnerability
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Scanning_vulnerability
Exfiltration,Exfiltration
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
RDOS,RDOS
Exfiltration,Exfiltration
Weaponization,insider_malcious
Reconnaissance,Discovering_resources
Lateral _movement,Modbus_register_reading
Normal,Normal
Reconnaissance,Scanning_vulnerability
RDOS,RDOS
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Reconnaissance,Generic_scanning
Exfiltration,Exfiltration
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Exfiltration,Exfiltration
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Exfiltration,Exfiltration
Reconnaissance,Generic_scanning
Exfiltration,Exfiltration
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Tampering,False_data_injection
Normal,Normal
Reconnaissance,Discovering_resources
Exfiltration,Exfiltration
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Reconnaissance,Scanning_vulnerability
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Weaponization,insider_malcious
Normal,Normal
Exploitation,Reverse_shell
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
RDOS,RDOS
C&C,C&C
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Weaponization,BruteForce
Weaponization,insider_malcious
Normal,Normal
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Weaponization,insider_malcious
RDOS,RDOS
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Scanning_vulnerability
Weaponization,BruteForce
Weaponization,BruteForce
Normal,Normal
Weaponization,BruteForce
RDOS,RDOS
Reconnaissance,Generic_scanning
RDOS,RDOS
Weaponization,BruteForce
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Lateral _movement,MQTT_cloud_broker_subscription
Exfiltration,Exfiltration
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Reconnaissance,Discovering_resources
RDOS,RDOS
Weaponization,BruteForce
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Discovering_resources
Weaponization,insider_malcious
Normal,Normal
Reconnaissance,Scanning_vulnerability
RDOS,RDOS
Normal,Normal
RDOS,RDOS
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Reconnaissance,Discovering_resources
Normal,Normal
Weaponization,BruteForce
Weaponization,BruteForce
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
RDOS,RDOS
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Weaponization,insider_malcious
Reconnaissance,Generic_scanning
Reconnaissance,Scanning_vulnerability
Normal,Normal
Reconnaissance,Generic_scanning
Weaponization,BruteForce
Normal,Normal
RDOS,RDOS
Lateral _movement,TCP Relay
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
RDOS,RDOS
Normal,Normal
Reconnaissance,fuzzing
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
Normal,Normal
Weaponization,BruteForce
Normal,Normal
Normal,Normal
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Reconnaissance,Discovering_resources
Normal,Normal
Exfiltration,Exfiltration
Reconnaissance,Discovering_resources
Normal,Normal
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
Normal,Normal
RDOS,RDOS
Weaponization,BruteForce
RDOS,RDOS
Normal,Normal
Weaponization,BruteForce
Reconnaissance,Scanning_vulnerability
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
Exfiltration,Exfiltration
RDOS,RDOS
Reconnaissance,Generic_scanning
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
Normal,Normal
RDOS,RDOS
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
RDOS,RDOS
Normal,Normal
Normal,Normal
Normal,Normal
Tampering,False_data_injection
Reconnaissance,Generic_scanning
RDOS,RDOS
Normal,Normal
Lateral _movement,Modbus_register_reading
Normal,Normal
